Moisture,Texture,Crop,Nitrogen,Potassium,Phosphorus,pH,EC_dS_m,Organic_Matter_%,Iron_ppm,Zinc_ppm,Manganese_ppm,Copper_ppm,Boron_ppm
41.94,Black,Ground Nuts,5,13,18,6.5,1.73,2.26,3.71,1.85,3.29,0.21,0.24
41.29,Red,Sugarcane,37,0,0,6.83,1.14,2.21,5.96,1.0,4.36,0.57,0.46
36.93,Clayey,Ground Nuts,38,0,0,6.87,1.58,2.47,5.57,1.3,3.79,0.87,0.72
22.09,Clayey,Millets,3,17,19,6.51,0.61,2.28,5.22,0.55,2.3,0.36,0.89
38.38,Black,Wheat,18,2,14,6.05,1.22,3.35,4.33,1.98,4.47,0.76,0.85
22.29,Red,Millets,40,0,3,5.96,0.85,2.41,4.53,1.74,4.88,0.46,0.44
70.0,Sandy,Oil seeds,39,0,1,5.83,0.66,1.97,3.57,1.45,2.48,0.42,0.24
47.3,Black,Wheat,11,11,31,7.29,1.08,3.21,2.8,0.59,2.22,1.09,0.52
49.87,Sandy,Sugarcane,13,1,5,6.2,0.61,3.42,3.82,0.61,2.68,0.4,0.45
55.86,Red,Millets,23,0,20,6.16,1.52,2.29,4.48,1.32,1.72,0.58,0.5
37.14,Loamy,Cotton,15,4,3,7.05,1.13,2.94,2.73,0.93,4.56,0.37,0.65
47.03,Clayey,Maize,8,0,5,6.34,1.25,1.35,2.85,1.43,4.75,0.48,0.22
52.75,Clayey,Cotton,18,0,18,6.66,0.63,2.58,3.55,1.4,3.72,0.49,0.5
28.76,Sandy,Wheat,11,7,28,6.08,0.62,1.32,3.97,1.76,4.18,0.53,0.65
63.66,Red,Maize,16,1,38,7.43,1.33,1.28,4.07,0.92,3.84,0.84,0.54
38.25,Clayey,Barley,19,0,18,7.25,1.98,2.79,2.97,1.37,2.82,0.94,0.73
28.98,Red,Pulses,9,20,15,7.27,0.55,1.99,3.4,1.67,3.71,0.71,0.35
45.38,Clayey,Oil seeds,13,8,31,6.49,0.86,3.13,3.55,1.24,4.43,0.81,0.32
68.64,Sandy,Oil seeds,9,0,8,7.1,1.79,3.53,2.77,1.75,4.33,1.01,0.45
36.44,Clayey,Pulses,10,3,34,6.04,0.52,1.56,3.8,0.7,1.78,1.2,0.28
55.78,Clayey,Paddy,38,2,0,5.81,1.8,3.08,2.79,1.6,3.12,0.66,0.39
65.74,Black,Maize,38,1,1,5.83,1.24,2.54,5.31,1.91,2.89,1.14,0.27
45.88,Sandy,Maize,25,2,22,6.8,1.05,1.49,4.04,1.0,4.13,0.69,0.52
49.12,Black,Wheat,35,0,0,6.57,0.9,2.89,3.81,1.05,3.25,0.98,0.77
40.67,Red,Ground Nuts,38,0,3,6.68,0.88,2.78,3.01,0.63,2.72,0.77,0.43
47.87,Loamy,Oil seeds,23,0,29,5.81,0.89,2.54,3.41,1.46,3.97,1.08,0.2
35.77,Loamy,Barley,21,0,24,6.52,1.82,3.61,3.43,1.33,3.16,0.65,0.65
31.18,Red,Tobacco,41,2,1,7.02,1.56,2.55,6.44,0.56,2.4,0.9,0.75
37.46,Red,Paddy,15,3,12,6.55,1.47,3.78,5.84,1.63,4.62,0.67,0.51
54.22,Black,Tobacco,5,22,15,7.04,1.68,2.52,2.56,1.74,1.9,1.06,0.44
30.56,Red,Cotton,41,0,0,6.2,0.81,1.5,4.97,1.86,1.56,1.19,0.59
55.11,Red,Cotton,10,12,16,7.18,1.39,2.42,3.52,1.32,2.0,0.44,0.28
26.43,Clayey,Oil seeds,12,0,39,6.8,1.14,1.67,2.92,1.18,2.07,0.67,0.72
32.61,Black,Sugarcane,35,0,0,6.16,1.65,2.75,5.32,1.81,3.38,0.28,0.79
41.72,Loamy,Barley,14,0,4,6.2,0.89,3.0,3.03,1.1,3.69,0.34,0.76
26.45,Sandy,Oil seeds,19,1,40,6.87,1.43,2.42,4.27,1.48,3.07,1.13,0.46
43.63,Black,Oil seeds,26,0,23,7.21,1.81,1.45,5.03,1.42,2.21,0.74,0.87
49.3,Red,Pulses,12,2,46,6.51,1.04,2.42,4.72,1.06,1.96,0.6,0.96
33.66,Black,Ground Nuts,37,0,1,6.24,0.51,1.41,6.41,0.63,3.22,0.87,0.44
50.22,Red,Sugarcane,10,13,15,7.27,1.23,2.97,5.64,0.53,3.48,0.76,0.41
48.68,Black,Tobacco,7,16,18,6.94,0.95,3.25,5.6,1.14,2.56,0.49,0.76
43.64,Sandy,Maize,14,3,32,6.56,1.48,3.7,3.92,1.22,2.27,0.43,0.77
36.17,Loamy,Paddy,1,19,20,6.63,1.92,1.59,2.53,1.73,1.78,0.79,0.61
53.11,Red,Oil seeds,13,2,8,6.15,1.18,2.58,5.44,1.12,1.59,0.39,0.94
29.61,Black,Ground Nuts,37,0,4,6.87,1.15,2.68,6.5,0.92,1.87,0.34,0.32
34.28,Sandy,Oil seeds,17,0,27,6.41,1.45,3.6,4.12,1.19,4.1,0.52,0.58
28.27,Loamy,Millets,10,0,38,7.49,0.57,2.83,6.44,0.86,2.7,1.06,0.23
64.49,Sandy,Paddy,9,0,38,6.62,0.81,1.58,3.07,0.64,1.6,0.24,0.24
60.32,Sandy,Pulses,18,0,39,6.63,1.87,2.33,3.69,0.67,3.28,1.03,0.24
48.33,Clayey,Oil seeds,5,10,31,6.76,1.47,2.9,3.18,0.98,3.38,0.82,0.59
46.72,Red,Wheat,39,4,0,7.36,0.42,3.02,4.4,0.52,3.0,0.24,0.67
38.46,Red,Pulses,22,0,18,7.16,0.73,3.44,5.69,0.83,1.89,0.8,0.2
56.15,Black,Ground Nuts,9,11,10,6.57,1.49,1.67,3.86,1.68,4.14,0.63,0.71
22.84,Loamy,Wheat,39,0,4,7.02,1.62,3.67,6.12,0.85,3.91,1.04,0.59
61.03,Clayey,Wheat,3,8,33,6.8,1.74,1.35,4.68,0.67,2.88,1.11,0.38
60.71,Loamy,Pulses,6,10,36,6.64,0.87,3.76,4.36,1.92,2.83,0.49,0.21
38.45,Clayey,Pulses,11,10,13,6.13,1.89,3.43,5.65,1.43,2.05,0.98,0.32
47.29,Black,Millets,25,2,25,6.59,1.28,2.92,2.91,0.59,4.14,0.51,0.68
51.92,Sandy,Ground Nuts,34,1,0,6.22,1.51,3.11,5.6,0.59,3.6,0.5,0.73
60.24,Sandy,Maize,39,2,3,7.36,1.35,1.39,3.47,1.42,1.8,0.39,0.72
53.87,Sandy,Sugarcane,24,1,32,6.37,0.6,1.31,3.62,1.31,2.82,0.88,0.32
53.11,Black,Maize,33,3,0,7.42,1.94,1.46,4.9,0.6,4.66,0.46,0.93
37.94,Black,Cotton,37,2,3,6.71,0.6,1.43,6.11,0.84,3.08,0.66,0.53
35.94,Black,Barley,34,0,0,6.87,0.81,2.62,4.81,1.89,2.64,1.01,0.81
34.12,Loamy,Tobacco,21,0,25,6.72,1.7,1.76,5.1,1.36,3.75,0.99,0.33
37.14,Clayey,Oil seeds,12,0,35,6.02,1.39,3.44,5.61,1.16,2.21,1.06,0.58
36.87,Clayey,Sugarcane,2,18,19,6.44,1.74,2.36,3.54,0.88,3.33,0.36,0.62
48.96,Sandy,Cotton,19,0,26,5.97,1.23,3.01,5.81,0.7,3.84,0.79,0.82
66.66,Clayey,Wheat,5,2,28,6.86,1.0,2.9,4.17,1.1,4.49,1.11,0.7
60.1,Clayey,Maize,11,0,10,6.56,1.87,2.03,3.2,1.88,3.92,0.24,0.52
28.89,Black,Paddy,8,0,15,7.12,0.46,1.83,3.9,0.57,2.85,0.99,0.43
27.5,Black,Pulses,9,3,16,6.17,1.77,2.09,3.48,1.99,4.19,0.45,0.98
31.4,Sandy,Wheat,10,3,29,6.08,0.77,3.27,3.41,0.81,4.64,0.87,0.43
56.68,Loamy,Wheat,37,0,0,6.49,1.76,2.72,3.63,1.11,3.17,0.92,0.3
45.93,Loamy,Barley,1,14,11,7.38,0.62,1.86,3.22,0.57,1.52,1.13,0.44
29.68,Red,Pulses,21,0,27,7.01,1.33,3.33,5.17,1.38,4.58,0.71,0.46
58.37,Red,Paddy,12,16,16,6.51,1.82,1.34,4.82,1.23,2.08,1.05,0.3
54.62,Sandy,Tobacco,8,14,14,6.68,1.16,3.02,5.09,1.5,1.94,0.25,0.77
39.54,Red,Millets,13,10,33,5.94,1.59,2.34,3.87,1.31,2.58,0.62,0.7
28.29,Sandy,Barley,8,0,10,7.47,1.69,3.1,5.58,1.1,2.83,0.64,0.45
25.4,Loamy,Pulses,15,1,14,6.93,1.58,3.61,3.02,1.61,4.3,0.74,0.99
65.09,Black,Oil seeds,6,3,8,6.29,1.88,3.15,4.78,0.54,2.86,0.68,0.72
35.46,Loamy,Ground Nuts,11,3,41,6.8,1.11,2.35,3.6,1.31,1.67,1.17,0.76
45.95,Loamy,Oil seeds,16,0,21,5.99,0.68,1.59,4.61,0.67,3.73,0.28,0.65
50.3,Loamy,Pulses,14,2,39,7.44,0.48,3.3,3.79,1.15,3.85,0.47,0.64
70.0,Black,Wheat,7,0,14,6.1,0.79,2.4,5.66,1.69,4.35,1.17,0.22
31.14,Loamy,Maize,36,4,0,6.9,0.63,1.4,6.07,0.71,2.9,0.65,0.82
29.7,Clayey,Millets,12,7,30,6.22,1.29,3.07,5.47,1.9,1.8,0.77,0.93
70.0,Clayey,Sugarcane,11,12,30,7.02,0.7,1.96,3.2,1.83,3.44,0.28,0.3
57.07,Clayey,Pulses,6,12,25,7.12,0.46,1.33,3.6,1.12,1.92,0.48,0.84
39.59,Loamy,Oil seeds,15,0,39,6.94,0.46,3.55,6.18,0.51,1.56,0.24,0.63
53.65,Red,Millets,12,0,8,6.84,1.73,2.46,4.25,1.68,4.23,0.34,0.43
45.89,Sandy,Millets,11,1,14,7.32,1.35,1.93,6.26,1.82,2.91,0.83,0.94
48.04,Black,Paddy,21,0,26,5.93,0.97,3.06,4.07,0.76,3.34,0.96,0.21
54.82,Clayey,Ground Nuts,41,0,0,6.36,1.83,3.5,6.31,1.87,3.82,1.07,0.42
26.84,Clayey,Ground Nuts,37,0,2,6.22,0.51,1.2,6.2,1.87,2.9,0.45,0.91
38.13,Sandy,Maize,21,0,19,7.48,1.97,2.99,5.14,1.21,1.68,0.53,0.58
49.82,Clayey,Paddy,8,13,17,6.46,1.39,3.19,2.54,1.7,2.38,0.77,0.68
57.05,Black,Millets,13,10,9,7.05,0.69,1.75,4.1,1.17,2.18,0.28,0.8
44.53,Red,Maize,11,13,7,6.96,1.49,2.47,6.14,1.35,4.92,1.01,0.32
70.0,Red,Ground Nuts,14,12,15,6.16,1.62,1.43,6.04,0.98,4.09,0.68,0.37
31.13,Loamy,Tobacco,19,2,18,6.21,1.09,3.14,3.25,0.74,3.08,1.17,1.0
43.89,Sandy,Oil seeds,11,3,39,6.28,1.78,3.4,4.1,1.62,1.72,0.32,0.39
46.12,Loamy,Tobacco,18,0,19,6.5,0.64,1.48,5.84,0.5,1.91,0.33,0.63
67.99,Sandy,Tobacco,10,3,35,6.2,0.85,3.32,4.81,1.37,4.35,0.55,0.44
31.59,Sandy,Ground Nuts,38,0,1,5.83,0.55,3.21,5.89,1.8,4.81,0.41,0.88
56.87,Sandy,Maize,24,0,23,7.29,0.74,2.1,5.81,0.83,1.61,0.9,0.97
27.41,Loamy,Cotton,11,0,6,7.44,0.78,2.99,6.13,1.0,4.69,1.15,0.31
36.23,Loamy,Maize,24,1,21,6.38,1.87,1.2,2.97,1.38,2.83,0.29,0.68
47.91,Clayey,Wheat,37,0,1,6.38,0.52,3.62,3.08,0.87,2.25,0.44,0.85
40.75,Sandy,Tobacco,15,2,37,5.81,1.08,2.63,2.83,1.77,1.86,0.44,0.86
48.43,Loamy,Cotton,11,14,20,6.96,1.25,2.81,6.24,1.05,4.2,0.71,0.55
34.65,Loamy,Millets,10,3,35,7.2,1.84,2.93,4.4,1.37,3.14,0.65,0.38
49.19,Red,Barley,11,13,17,6.05,2.0,2.66,2.76,0.84,4.41,0.93,0.51
32.33,Clayey,Paddy,5,11,27,6.07,1.61,3.43,3.79,0.56,2.29,0.93,0.8
47.18,Sandy,Tobacco,10,0,6,7.14,1.95,2.79,3.91,0.76,3.87,0.77,1.0
45.04,Black,Wheat,10,0,38,6.85,1.66,3.56,5.74,0.57,1.91,0.79,0.64
45.5,Loamy,Tobacco,18,2,9,5.88,1.94,2.71,5.44,1.2,1.81,1.04,0.36
28.16,Loamy,Cotton,19,0,15,6.86,1.53,1.64,5.26,1.38,1.97,0.6,0.23
46.77,Sandy,Cotton,22,1,15,6.33,0.53,3.58,2.59,0.57,4.33,0.21,0.95
39.31,Black,Pulses,11,0,15,6.43,1.04,2.97,6.14,0.64,3.79,0.41,0.59
34.56,Red,Maize,38,2,0,7.11,1.43,3.02,3.36,1.23,2.08,0.24,0.77
38.58,Loamy,Maize,35,0,1,7.18,0.96,3.76,5.02,1.7,2.85,0.59,0.73
39.17,Red,Maize,20,1,19,6.48,0.84,1.4,2.75,1.44,4.17,0.56,0.91
55.22,Black,Millets,8,2,8,7.41,1.32,2.31,2.83,0.66,2.5,0.3,0.41
51.1,Sandy,Paddy,10,14,21,6.49,1.89,1.82,2.54,1.83,4.72,0.96,0.55
70.0,Clayey,Tobacco,9,0,33,7.11,0.46,2.84,4.76,1.88,4.7,0.75,0.93
53.57,Clayey,Barley,14,10,16,6.62,1.63,3.3,5.02,0.99,3.44,0.43,0.67
52.79,Sandy,Pulses,11,0,18,7.33,1.56,3.71,2.7,1.42,3.71,0.96,0.26
52.14,Sandy,Barley,9,3,27,7.34,1.94,2.38,3.66,1.24,3.79,0.87,0.36
48.75,Loamy,Sugarcane,13,17,16,5.95,1.89,3.24,5.91,1.91,2.4,0.39,0.39
68.61,Red,Ground Nuts,7,3,10,7.39,1.62,3.58,2.91,1.26,2.78,1.18,1.0
40.51,Red,Millets,8,5,17,7.2,1.23,2.98,3.37,1.94,1.98,0.38,0.38
57.98,Red,Sugarcane,2,5,31,7.15,0.73,1.83,4.2,0.8,4.74,0.97,0.9
33.62,Loamy,Sugarcane,38,1,0,6.14,1.27,2.78,5.87,1.02,4.03,1.17,0.26
54.26,Red,Pulses,14,3,41,7.17,1.62,3.72,3.52,1.67,1.66,0.93,0.35
41.82,Loamy,Ground Nuts,41,2,0,7.25,1.83,3.77,6.49,1.68,3.42,0.87,0.9
39.78,Black,Cotton,7,16,16,6.29,1.66,2.87,3.92,1.6,2.7,1.1,0.92
39.03,Sandy,Pulses,17,0,6,7.42,0.71,3.51,4.05,1.79,4.35,0.47,0.34
38.55,Black,Cotton,41,3,2,5.88,1.36,1.72,2.99,1.55,2.7,0.48,0.38
39.21,Sandy,Tobacco,12,3,26,6.05,0.93,1.84,5.22,1.45,3.75,0.84,0.62
40.91,Red,Millets,6,0,33,6.71,0.41,3.68,3.47,1.19,2.08,1.08,0.24
37.13,Sandy,Pulses,3,18,12,6.78,0.72,1.55,5.02,1.2,3.46,0.82,0.96
37.43,Red,Cotton,37,3,0,6.9,0.58,1.7,3.39,1.11,2.53,1.18,0.49
24.69,Loamy,Millets,16,0,41,5.83,1.75,2.29,4.05,1.43,2.08,0.42,0.59
58.5,Sandy,Oil seeds,9,2,34,7.43,0.81,2.73,5.93,1.11,3.67,1.03,0.28
42.67,Loamy,Maize,10,19,8,5.88,0.86,2.77,5.46,0.72,3.74,1.13,0.23
48.31,Red,Cotton,14,0,43,6.04,1.94,1.96,3.12,0.66,4.94,0.63,0.57
40.42,Sandy,Maize,16,0,40,5.82,1.01,3.59,4.93,1.89,3.84,1.16,0.3
20.0,Black,Cotton,13,15,13,6.76,0.42,3.58,5.01,0.54,3.3,0.4,0.7
34.93,Black,Oil seeds,5,7,29,7.38,0.85,2.22,2.86,0.66,4.69,1.15,0.84
42.28,Red,Barley,11,0,40,6.93,0.59,2.33,4.36,1.17,4.4,1.1,0.23
59.52,Loamy,Tobacco,9,1,15,7.2,0.56,3.03,3.54,0.89,3.42,0.27,0.69
60.41,Loamy,Cotton,7,12,25,5.82,0.52,2.92,4.37,1.11,3.29,0.72,0.85
40.05,Sandy,Ground Nuts,26,2,18,6.72,1.35,2.19,5.61,0.68,4.8,0.73,0.55
44.48,Loamy,Wheat,8,0,11,6.58,0.7,2.28,3.13,0.7,3.66,0.26,0.97
44.65,Black,Sugarcane,20,1,20,6.65,0.98,2.1,2.99,1.7,4.0,0.24,0.29
35.37,Sandy,Paddy,36,0,2,5.92,1.78,1.81,3.58,1.64,1.8,0.21,0.46
27.73,Loamy,Maize,15,1,43,6.96,1.08,2.39,6.31,0.66,4.01,0.72,0.38
45.71,Clayey,Millets,31,0,0,6.66,1.87,2.98,5.49,1.5,2.43,0.66,1.0
33.3,Loamy,Millets,11,3,36,7.1,1.2,3.13,2.58,1.41,1.9,1.14,0.44
21.23,Sandy,Pulses,31,2,0,6.62,1.04,3.23,4.1,1.57,4.47,0.54,0.51
34.57,Clayey,Millets,5,20,18,6.05,1.6,2.17,3.53,1.21,3.92,0.86,0.88
52.87,Loamy,Ground Nuts,43,0,0,6.9,0.52,3.19,5.05,0.9,2.93,0.21,0.94
42.94,Sandy,Pulses,1,5,27,6.09,0.54,1.22,4.34,1.5,3.01,0.86,0.95
31.47,Red,Tobacco,33,0,0,7.28,1.44,2.44,6.36,1.06,2.19,1.11,0.65
57.07,Red,Paddy,3,3,30,6.84,1.18,3.26,3.38,0.83,1.53,0.55,0.73
60.25,Clayey,Cotton,16,13,14,6.07,1.66,2.84,4.85,1.11,2.72,0.51,0.48
61.87,Clayey,Tobacco,12,0,34,7.44,1.87,2.43,5.3,1.64,2.02,0.83,0.69
38.14,Sandy,Paddy,17,0,22,6.68,1.02,2.88,5.8,1.21,2.98,0.53,0.44
59.41,Loamy,Cotton,22,4,19,5.92,1.35,3.56,4.13,0.95,4.42,0.6,0.8
39.31,Loamy,Oil seeds,43,0,0,6.87,1.2,2.67,5.25,1.75,1.9,0.47,0.45
43.54,Loamy,Oil seeds,34,4,2,6.23,1.97,3.28,3.71,1.82,1.82,0.54,0.9
20.0,Sandy,Pulses,5,15,21,7.17,1.73,3.75,4.24,1.15,4.66,0.88,0.31
60.33,Loamy,Barley,34,0,0,7.19,1.86,3.03,6.08,1.06,4.11,1.12,0.66
33.7,Clayey,Maize,37,0,0,7.46,0.81,2.69,6.3,1.42,1.69,0.78,0.62
44.67,Red,Maize,16,0,8,6.65,1.64,1.3,5.38,0.59,1.78,0.21,0.41
24.45,Black,Oil seeds,37,2,0,6.57,0.82,2.17,4.0,1.54,3.9,0.46,0.22
26.46,Red,Barley,13,0,41,7.08,0.73,2.67,5.78,1.67,2.8,1.15,0.32
36.5,Sandy,Millets,11,12,30,6.03,1.91,3.27,2.6,1.1,4.03,1.11,0.97
25.96,Clayey,Oil seeds,16,4,5,6.73,0.43,2.34,2.91,0.76,2.92,0.32,0.95
52.49,Black,Millets,11,4,10,6.73,1.94,3.7,5.15,0.54,4.89,1.11,0.3
40.01,Sandy,Wheat,12,4,24,5.95,0.64,1.91,3.66,1.46,3.93,1.16,0.5
52.87,Clayey,Ground Nuts,17,1,29,6.51,1.71,3.14,6.31,0.9,1.66,0.52,0.57
58.52,Loamy,Sugarcane,15,0,37,7.25,0.84,2.29,4.24,1.2,2.66,0.9,0.58
42.35,Clayey,Ground Nuts,21,0,27,7.26,0.96,2.46,4.22,1.08,3.47,0.76,0.44
70.0,Clayey,Oil seeds,38,3,2,5.97,0.75,3.29,5.21,0.76,2.0,0.54,0.93
37.15,Red,Wheat,2,15,16,5.95,1.34,1.97,5.57,1.26,1.51,0.35,0.93
37.74,Red,Oil seeds,40,0,0,6.25,0.96,1.45,4.4,1.19,1.78,0.57,0.22
30.48,Sandy,Wheat,12,3,41,7.29,1.45,2.55,3.36,1.44,3.33,1.13,0.72
37.93,Clayey,Paddy,17,0,9,6.02,0.43,2.57,5.59,0.88,3.71,1.01,0.26
31.09,Clayey,Pulses,42,1,1,7.02,0.5,3.27,3.78,0.82,1.83,0.53,0.68
70.0,Clayey,Ground Nuts,36,0,2,5.97,0.56,3.72,3.2,1.72,3.83,0.75,0.89
38.53,Red,Oil seeds,14,11,15,6.86,1.07,1.34,5.03,1.55,3.66,0.61,0.72
28.43,Clayey,Cotton,8,11,28,6.41,1.7,2.74,2.86,1.66,4.79,0.67,0.58
52.3,Red,Wheat,12,13,32,7.14,1.82,2.97,6.39,0.68,4.44,0.96,0.97
64.61,Loamy,Maize,5,3,33,6.2,0.79,3.76,5.03,0.84,4.8,0.74,0.8
45.46,Sandy,Maize,36,1,0,6.89,1.32,3.65,6.44,1.36,4.88,0.38,0.4
25.99,Loamy,Tobacco,35,0,3,6.2,1.63,3.05,3.86,1.79,3.04,0.47,0.51
48.66,Loamy,Sugarcane,10,9,14,7.01,0.86,2.56,6.38,1.84,3.21,0.77,0.81
57.85,Sandy,Maize,18,0,36,7.29,1.05,1.62,3.08,1.75,2.49,0.89,0.22
63.58,Sandy,Cotton,18,0,42,6.02,1.24,2.2,2.66,0.57,3.28,0.71,0.25
54.69,Loamy,Cotton,11,0,9,7.27,0.62,2.72,2.63,1.73,2.03,0.82,0.89
30.14,Clayey,Wheat,45,0,0,6.81,0.44,3.09,4.36,1.85,3.85,0.99,0.23
42.65,Black,Wheat,9,0,10,6.02,0.64,2.85,2.83,0.59,1.59,0.75,0.74
49.27,Black,Cotton,33,0,0,6.53,1.4,3.06,4.55,1.12,2.32,1.18,0.46
61.6,Sandy,Ground Nuts,40,2,1,6.07,0.52,2.32,3.81,1.3,2.23,0.44,0.86
25.88,Loamy,Millets,35,1,0,6.99,0.7,3.09,3.84,0.85,4.78,1.12,0.88
20.0,Black,Pulses,12,0,42,7.09,0.94,1.57,5.04,1.28,2.01,0.45,0.96
45.71,Loamy,Tobacco,15,21,22,5.98,0.52,1.62,3.15,1.83,4.62,0.73,0.28
48.73,Clayey,Cotton,25,0,27,6.66,0.71,1.62,5.57,1.8,1.94,0.66,0.54
49.54,Clayey,Pulses,14,4,38,7.18,1.86,3.52,4.83,1.91,3.78,0.57,0.66
61.27,Red,Cotton,5,10,33,7.39,0.43,1.4,6.16,1.23,2.62,1.16,0.93
47.04,Loamy,Tobacco,13,1,7,6.67,1.45,3.28,3.96,1.12,2.61,0.47,0.41
38.4,Black,Sugarcane,11,3,36,7.42,1.02,1.81,6.43,1.5,4.99,0.87,0.26
42.15,Loamy,Sugarcane,5,4,27,6.71,1.48,2.42,4.8,1.13,2.29,1.0,0.36
54.19,Black,Wheat,35,1,0,6.47,1.34,3.58,6.39,0.56,2.21,0.4,0.6
26.06,Clayey,Maize,16,0,33,7.24,0.76,2.72,2.61,1.58,3.56,1.17,0.74
70.0,Sandy,Ground Nuts,23,0,24,6.64,1.76,1.75,5.41,0.92,4.09,0.75,0.75
57.99,Black,Tobacco,6,10,17,6.6,1.19,1.94,5.77,0.57,4.94,1.11,0.26
39.27,Sandy,Barley,32,0,1,6.63,1.72,3.59,2.71,0.53,3.95,0.86,0.81
38.39,Black,Maize,22,1,22,7.24,1.05,2.31,4.82,1.9,3.47,0.85,0.73
62.16,Black,Tobacco,26,0,22,7.21,1.98,2.73,5.71,0.88,2.93,0.55,0.53
23.53,Clayey,Paddy,17,1,41,6.49,1.63,2.4,4.74,1.17,3.58,0.97,0.66
43.34,Black,Barley,43,4,0,6.37,1.95,2.18,2.76,1.93,3.6,0.23,0.81
61.98,Red,Pulses,6,0,11,6.64,1.22,1.78,5.27,1.2,2.26,0.76,0.41
25.15,Black,Pulses,34,2,0,6.77,1.16,2.98,2.74,0.62,3.85,0.23,0.95
43.63,Black,Ground Nuts,12,1,11,6.21,1.61,3.07,5.77,1.33,2.22,0.51,0.31
40.08,Loamy,Sugarcane,24,2,16,7.15,1.81,1.91,2.67,0.63,3.21,0.3,0.92
34.42,Loamy,Cotton,10,7,27,6.63,1.94,3.25,3.05,0.64,2.41,1.11,0.79
35.35,Loamy,Millets,39,0,1,6.37,0.92,3.42,3.6,1.78,2.59,0.83,0.73
51.97,Red,Ground Nuts,10,19,25,5.98,1.68,3.59,5.03,0.93,3.65,0.87,0.27
54.33,Clayey,Wheat,8,0,37,6.21,0.74,1.62,6.41,1.52,1.73,1.05,0.94
31.27,Red,Oil seeds,8,3,35,7.41,1.27,1.99,2.97,1.26,1.54,0.93,0.44
57.57,Loamy,Sugarcane,7,0,7,6.32,0.69,3.44,3.07,0.83,1.96,0.32,0.8
34.94,Red,Oil seeds,34,0,2,6.09,0.96,1.72,3.98,1.28,2.09,0.82,0.91
28.39,Loamy,Tobacco,34,3,3,6.58,1.89,1.21,5.84,0.6,2.19,1.18,0.4
53.61,Red,Sugarcane,15,13,15,6.32,0.63,3.46,4.37,1.02,4.21,0.41,0.93
49.87,Clayey,Pulses,19,2,16,5.86,1.41,2.05,3.79,1.28,3.06,0.82,0.69
40.99,Black,Barley,3,0,10,6.35,1.35,2.28,4.74,0.84,3.14,0.76,0.73
45.46,Clayey,Millets,13,15,11,6.72,0.59,2.36,3.54,1.49,3.76,0.59,0.93
34.3,Black,Millets,17,0,9,6.74,0.92,3.41,4.1,0.58,4.05,1.15,0.62
24.78,Clayey,Cotton,9,0,41,6.41,1.3,2.08,3.83,1.23,1.51,0.56,0.55
20.97,Red,Sugarcane,11,6,27,6.56,0.7,3.52,5.72,1.57,4.5,0.29,0.71
49.9,Black,Maize,14,12,7,7.44,1.68,2.8,6.2,1.14,4.96,1.16,0.64
20.83,Black,Sugarcane,11,11,12,6.44,1.96,2.57,5.54,1.81,1.93,0.93,0.25
45.64,Sandy,Oil seeds,45,3,1,6.24,0.74,2.05,4.26,1.45,3.78,0.54,0.34
39.1,Red,Cotton,24,0,26,6.21,0.7,1.83,4.52,1.94,1.51,0.48,0.21
28.21,Clayey,Wheat,15,4,11,6.58,1.13,2.82,3.0,0.93,1.67,1.13,0.29
35.11,Loamy,Millets,10,0,10,7.09,1.6,2.36,5.49,1.91,2.5,0.47,0.78
38.62,Red,Paddy,32,0,2,6.15,0.85,3.57,4.89,1.41,4.46,0.74,0.2
34.53,Sandy,Ground Nuts,39,2,3,7.01,0.43,2.48,6.11,1.62,3.78,0.41,0.44
49.42,Loamy,Barley,14,0,4,5.84,1.27,2.53,3.3,1.85,3.06,1.2,0.56
25.92,Sandy,Maize,9,11,16,6.51,1.93,2.28,5.54,1.33,3.04,0.97,0.95
39.37,Loamy,Oil seeds,6,2,14,7.12,1.03,3.25,5.24,1.79,3.13,0.77,0.46
54.73,Sandy,Paddy,7,23,21,6.38,1.07,2.3,3.56,1.31,2.59,0.95,0.83
40.6,Red,Millets,16,2,9,6.76,1.95,1.9,5.17,1.4,4.57,1.12,0.53
41.1,Clayey,Wheat,21,0,20,6.15,1.51,3.44,6.2,1.17,3.49,1.16,0.28
40.06,Sandy,Oil seeds,22,0,28,7.06,1.55,2.75,6.17,0.72,3.19,0.99,0.28
53.89,Clayey,Barley,15,0,5,5.89,1.3,2.74,5.38,1.33,3.13,1.05,0.55
48.06,Loamy,Cotton,7,21,16,7.25,1.96,2.79,2.69,1.97,4.78,0.6,0.25
62.55,Sandy,Cotton,13,3,38,6.14,1.5,3.07,5.99,1.68,4.03,0.59,0.66
37.15,Black,Ground Nuts,26,1,20,7.29,1.83,2.01,5.13,1.62,2.01,1.01,0.59
36.65,Black,Cotton,15,0,43,6.4,1.52,1.29,3.74,1.46,3.03,0.96,0.76
61.94,Loamy,Maize,10,0,37,7.03,1.58,3.31,3.25,1.02,2.51,1.1,0.35
48.52,Red,Pulses,18,1,17,6.34,0.86,1.54,2.96,0.75,4.95,0.33,0.67
57.53,Clayey,Sugarcane,12,4,33,7.34,0.89,3.08,2.7,0.84,2.95,0.89,0.34
49.08,Loamy,Paddy,16,1,7,6.02,1.65,1.41,5.52,0.51,1.74,0.85,0.78
